Date,Day_of_Week,Day_Num,Month,Is_Festival_Season,Item_Name,Category,Cost_Price_INR,Selling_Price_INR,Profit_Margin_PCT,Distributor_Present,Opening_Stock,Daily_Demand_Est,Quantity_Sold,Daily_Revenue_INR,Morning_Cash_INR,Optimal_Buy_Qty,Actual_Buy_Qty,Closing_Stock,Stockout_Occurred,Stockout_Reason
2025-01-07,Tuesday,1,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,16,16,224.0,5073.18,49,49,33,0,None
2025-01-07,Tuesday,1,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,2,18,18,180.0,5073.18,64,64,48,0,None
2025-01-07,Tuesday,1,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,7,4,4,140.0,5073.18,0,0,3,0,None
2025-01-07,Tuesday,1,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,3,13,3,450.0,5073.18,0,0,0,1,Distributor Absent
2025-01-07,Tuesday,1,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,5073.18,0,0,0,1,Distributor Absent
2025-01-07,Tuesday,1,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,3,0,0.0,5073.18,0,0,0,1,Distributor Absent
2025-01-08,Wednesday,2,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,33,17,986.0,934.21,27,17,0,1,Unexpected Demand Spike
2025-01-08,Wednesday,2,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,5,14,7,210.0,934.21,14,2,0,1,Unexpected Demand Spike
2025-01-08,Wednesday,2,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,33,9,9,126.0,934.21,0,0,24,0,None
2025-01-08,Wednesday,2,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,48,17,17,170.0,934.21,0,0,31,0,None
2025-01-08,Wednesday,2,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,3,1,1,35.0,934.21,35,0,2,0,Cash Constraint
2025-01-08,Wednesday,2,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,8,0,0.0,934.21,0,0,0,1,Distributor Absent
2025-01-08,Wednesday,2,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,9,0,0.0,934.21,0,0,0,1,Distributor Absent
2025-01-08,Wednesday,2,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,4,0,0.0,934.21,13,0,0,1,Cash Constraint
2025-01-09,Thursday,3,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,22,22,1276.0,3534.36,30,30,8,0,None
2025-01-09,Thursday,3,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,21,21,630.0,3534.36,21,21,0,0,None
2025-01-09,Thursday,3,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,24,15,15,210.0,3534.36,0,0,9,0,None
2025-01-09,Thursday,3,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,31,21,21,210.0,3534.36,0,0,10,0,None
2025-01-09,Thursday,3,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,2,9,2,70.0,3534.36,0,0,0,1,Distributor Absent
2025-01-09,Thursday,3,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,3,3,450.0,3534.36,38,10,7,0,Cash Constraint
2025-01-09,Thursday,3,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,9,4,112.0,3534.36,29,4,0,1,Cash Constraint
2025-01-09,Thursday,3,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,4,0,0.0,3534.36,0,0,0,1,Distributor Absent
2025-01-10,Friday,4,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,8,25,25,1450.0,2326.95,19,19,2,0,None
2025-01-10,Friday,4,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,17,17,510.0,2326.95,19,19,2,0,None
2025-01-10,Friday,4,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,9,12,12,168.0,2326.95,57,57,54,0,None
2025-01-10,Friday,4,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,10,19,19,190.0,2326.95,78,21,12,0,Cash Constraint
2025-01-10,Friday,4,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,6,0,0.0,2326.95,0,0,0,1,Distributor Absent
2025-01-10,Friday,4,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,7,7,7,1050.0,2326.95,0,0,0,0,None
2025-01-10,Friday,4,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,11,0,0.0,2326.95,0,0,0,1,Distributor Absent
2025-01-10,Friday,4,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,4,0,0.0,2326.95,0,0,0,1,Distributor Absent
2025-01-11,Saturday,5,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,35,35,2030.0,3301.84,33,33,0,0,None
2025-01-11,Saturday,5,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,2,19,19,570.0,3301.84,23,23,6,0,None
2025-01-11,Saturday,5,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,54,17,17,238.0,3301.84,0,0,37,0,None
2025-01-11,Saturday,5,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,12,32,12,120.0,3301.84,0,0,0,1,Distributor Absent
2025-01-11,Saturday,5,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,4,0,0.0,3301.84,0,0,0,1,Distributor Absent
2025-01-11,Saturday,5,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,5,0,0.0,3301.84,0,0,0,1,Distributor Absent
2025-01-11,Saturday,5,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,5,0,0.0,3301.84,0,0,0,1,Distributor Absent
2025-01-11,Saturday,5,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,5,5,375.0,3301.84,22,15,10,0,Cash Constraint
2025-01-12,Sunday,6,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,36,35,2030.0,3629.51,35,35,0,1,Unexpected Demand Spike
2025-01-12,Sunday,6,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,6,27,25,750.0,3629.51,19,19,0,1,Unexpected Demand Spike
2025-01-12,Sunday,6,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,37,19,19,266.0,3629.51,0,0,18,0,None
2025-01-12,Sunday,6,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,27,0,0.0,3629.51,0,0,0,1,Distributor Absent
2025-01-12,Sunday,6,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,5,0,0.0,3629.51,0,0,0,1,Distributor Absent
2025-01-12,Sunday,6,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,12,0,0.0,3629.51,0,0,0,1,Distributor Absent
2025-01-12,Sunday,6,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,10,0,0.0,3629.51,0,0,0,1,Distributor Absent
2025-01-12,Sunday,6,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,10,4,4,300.0,3629.51,0,0,6,0,None
2025-01-13,Monday,0,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,21,21,1218.0,2271.88,27,27,6,0,None
2025-01-13,Monday,0,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,13,13,390.0,2271.88,19,19,6,0,None
2025-01-13,Monday,0,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,18,23,18,252.0,2271.88,0,0,0,1,Distributor Absent
2025-01-13,Monday,0,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,12,0,0.0,2271.88,0,0,0,1,Distributor Absent
2025-01-13,Monday,0,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,3,0,0.0,2271.88,0,0,0,1,Distributor Absent
2025-01-13,Monday,0,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,12,2,300.0,2271.88,26,2,0,1,Cash Constraint
2025-01-13,Monday,0,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,7,5,140.0,2271.88,19,5,0,1,Cash Constraint
2025-01-13,Monday,0,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,6,6,6,450.0,2271.88,0,0,0,0,None
2025-01-14,Tuesday,1,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,6,21,21,1218.0,2034.04,21,21,6,0,None
2025-01-14,Tuesday,1,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,6,29,19,570.0,2034.04,13,13,0,1,Unexpected Demand Spike
2025-01-14,Tuesday,1,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,14,14,196.0,2034.04,49,49,35,0,None
2025-01-14,Tuesday,1,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,20,3,30.0,2034.04,66,3,0,1,Cash Constraint
2025-01-14,Tuesday,1,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,2,0,0.0,2034.04,0,0,0,1,Distributor Absent
2025-01-14,Tuesday,1,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,8,0,0.0,2034.04,0,0,0,1,Distributor Absent
2025-01-14,Tuesday,1,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,11,0,0.0,2034.04,0,0,0,1,Distributor Absent
2025-01-14,Tuesday,1,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,1,0,0.0,2034.04,0,0,0,1,Distributor Absent
2025-01-15,Wednesday,2,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,6,23,23,1334.0,2413.93,21,21,4,0,None
2025-01-15,Wednesday,2,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,25,19,570.0,2413.93,19,19,0,1,Unexpected Demand Spike
2025-01-15,Wednesday,2,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,35,12,12,168.0,2413.93,0,0,23,0,None
2025-01-15,Wednesday,2,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,22,0,0.0,2413.93,0,0,0,1,Distributor Absent
2025-01-15,Wednesday,2,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,0,7,7,245.0,2413.93,38,30,23,0,Cash Constraint
2025-01-15,Wednesday,2,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,7,0,0.0,2413.93,0,0,0,1,Distributor Absent
2025-01-15,Wednesday,2,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2413.93,0,0,0,1,Distributor Absent
2025-01-15,Wednesday,2,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,6,0,0.0,2413.93,13,0,0,1,Cash Constraint
2025-01-16,Thursday,3,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,4,24,24,1392.0,4195.05,26,26,6,0,None
2025-01-16,Thursday,3,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,21,21,630.0,4195.05,21,21,0,0,None
2025-01-16,Thursday,3,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,23,21,21,294.0,4195.05,0,0,2,0,None
2025-01-16,Thursday,3,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,28,0,0.0,4195.05,0,0,0,1,Distributor Absent
2025-01-16,Thursday,3,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,23,2,2,70.0,4195.05,0,0,21,0,None
2025-01-16,Thursday,3,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,6,6,900.0,4195.05,38,17,11,0,Cash Constraint
2025-01-16,Thursday,3,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,1,1,28.0,4195.05,29,1,0,0,Cash Constraint
2025-01-16,Thursday,3,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,5,0,0.0,4195.05,0,0,0,1,Distributor Absent
2025-01-17,Friday,4,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,6,23,23,1334.0,2937.27,21,21,4,0,None
2025-01-17,Friday,4,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,18,18,540.0,2937.27,19,19,1,0,None
2025-01-17,Friday,4,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,2,21,21,294.0,2937.27,64,64,45,0,None
2025-01-17,Friday,4,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,26,26,260.0,2937.27,88,70,44,0,Cash Constraint
2025-01-17,Friday,4,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,21,1,1,35.0,2937.27,0,0,20,0,None
2025-01-17,Friday,4,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,11,9,9,1350.0,2937.27,0,0,2,0,None
2025-01-17,Friday,4,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,11,0,0.0,2937.27,0,0,0,1,Distributor Absent
2025-01-17,Friday,4,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,3,0,0.0,2937.27,0,0,0,1,Distributor Absent
2025-01-18,Saturday,5,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,4,30,30,1740.0,4345.85,31,31,5,0,None
2025-01-18,Saturday,5,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,1,19,19,570.0,4345.85,24,24,6,0,None
2025-01-18,Saturday,5,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,45,14,14,196.0,4345.85,0,0,31,0,None
2025-01-18,Saturday,5,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,44,39,39,390.0,4345.85,0,0,5,0,None
2025-01-18,Saturday,5,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,20,6,6,210.0,4345.85,0,0,14,0,None
2025-01-18,Saturday,5,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,2,12,2,300.0,4345.85,0,0,0,1,Distributor Absent
2025-01-18,Saturday,5,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,4345.85,0,0,0,1,Distributor Absent
2025-01-18,Saturday,5,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,3,3,225.0,4345.85,22,22,19,0,None
2025-01-19,Sunday,6,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,5,24,24,1392.0,2239.31,30,30,11,0,None
2025-01-19,Sunday,6,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,6,14,14,420.0,2239.31,19,19,11,0,None
2025-01-19,Sunday,6,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,31,14,14,196.0,2239.31,0,0,17,0,None
2025-01-19,Sunday,6,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,5,22,5,50.0,2239.31,0,0,0,1,Distributor Absent
2025-01-19,Sunday,6,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,14,8,8,280.0,2239.31,0,0,6,0,None
2025-01-19,Sunday,6,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,14,0,0.0,2239.31,0,0,0,1,Distributor Absent
2025-01-19,Sunday,6,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2239.31,0,0,0,1,Distributor Absent
2025-01-19,Sunday,6,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,19,9,9,675.0,2239.31,0,0,10,0,None
2025-01-20,Monday,0,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,11,28,27,1566.0,4460.8,16,16,0,1,Unexpected Demand Spike
2025-01-20,Monday,0,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,11,16,16,480.0,4460.8,8,8,3,0,None
2025-01-20,Monday,0,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,17,18,17,238.0,4460.8,0,0,0,1,Distributor Absent
2025-01-20,Monday,0,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,22,0,0.0,4460.8,0,0,0,1,Distributor Absent
2025-01-20,Monday,0,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,6,7,6,210.0,4460.8,0,0,0,1,Distributor Absent
2025-01-20,Monday,0,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,6,6,900.0,4460.8,26,25,19,0,Cash Constraint
2025-01-20,Monday,0,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,7,2,56.0,4460.8,19,2,0,1,Cash Constraint
2025-01-20,Monday,0,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,10,5,5,375.0,4460.8,0,0,5,0,None
2025-01-21,Tuesday,1,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,26,26,1508.0,2432.42,27,27,1,0,None
2025-01-21,Tuesday,1,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,3,17,17,510.0,2432.42,16,16,2,0,None
2025-01-21,Tuesday,1,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,12,12,168.0,2432.42,49,49,37,0,None
2025-01-21,Tuesday,1,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,24,4,40.0,2432.42,66,4,0,1,Cash Constraint
2025-01-21,Tuesday,1,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,7,0,0.0,2432.42,0,0,0,1,Distributor Absent
2025-01-21,Tuesday,1,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,19,4,4,600.0,2432.42,0,0,15,0,None
2025-01-21,Tuesday,1,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,10,0,0.0,2432.42,0,0,0,1,Distributor Absent
2025-01-21,Tuesday,1,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,5,6,5,375.0,2432.42,0,0,0,1,Distributor Absent
2025-01-22,Wednesday,2,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,1,35,27,1566.0,3283.6,26,26,0,1,Unexpected Demand Spike
2025-01-22,Wednesday,2,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,2,20,19,570.0,3283.6,17,17,0,1,Unexpected Demand Spike
2025-01-22,Wednesday,2,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,37,18,18,252.0,3283.6,0,0,19,0,None
2025-01-22,Wednesday,2,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,17,0,0.0,3283.6,0,0,0,1,Distributor Absent
2025-01-22,Wednesday,2,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,0,3,3,105.0,3283.6,38,38,35,0,None
2025-01-22,Wednesday,2,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,15,8,8,1200.0,3283.6,0,0,7,0,None
2025-01-22,Wednesday,2,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,4,0,0.0,3283.6,0,0,0,1,Distributor Absent
2025-01-22,Wednesday,2,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,6,6,450.0,3283.6,13,6,0,0,Cash Constraint
2025-01-23,Thursday,3,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,33,30,1740.0,3365.35,30,30,0,1,Unexpected Demand Spike
2025-01-23,Thursday,3,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,22,21,630.0,3365.35,21,21,0,1,Unexpected Demand Spike
2025-01-23,Thursday,3,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,19,15,15,210.0,3365.35,0,0,4,0,None
2025-01-23,Thursday,3,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,12,0,0.0,3365.35,0,0,0,1,Distributor Absent
